Date,Year,Month,Customer Age,Customer Gender,Country,State,ProductCategory,Sub Category,Quantity,Unit Cost,Unit Price,Cost,Revenue,Profit
05/01/2022,2022,May,43,F,Germany,Saarland,Clothing,Gloves,3,245,345.666667,735,1037,302
6/18/2022,2022,June,43,F,Germany,Saarland,Bikes,Road Bikes,3,373.33,453,1120,1359,239
4/30/2022,2022,April,43,F,Germany,Saarland,Bikes,Road Bikes,3,333.33,362.333333,1000,1087,87
10/25/2022,2022,October,60,F,Germany,Hessen,Accessories,Tires and Tubes,1,108,135,108,135,27
10/25/2022,2022,October,60,F,Germany,Hessen,Accessories,Tires and Tubes,2,112.5,142,225,284,59
5/22/2022,2022,May,54,F,Germany,Hamburg,Bikes,Road Bikes,3,567,803.666667,1701,2411,710
04/05/2022,2022,April,54,F,Germany,Hamburg,Bikes,Road Bikes,1,1000,1149,1000,1149,149
5/25/2022,2022,May,39,M,Germany,Bayern,Clothing,Caps,2,94.5,146.5,189,293,104
5/14/2022,2022,May,37,F,Germany,Hessen,Clothing,Jerseys,3,162,246.666667,486,740,254
5/20/2022,2022,May,37,F,Germany,Hessen,Clothing,Jerseys,3,250,381,750,1143,393
11/06/2022,2022,November,37,F,Germany,Hessen,Clothing,Jerseys,1,1050,1371,1050,1371,321
3/16/2022,2022,March,38,F,Germany,Hamburg,Accessories,Helmets,3,35,52,105,156,51
05/07/2022,2022,May,38,F,Germany,Hamburg,Accessories,Helmets,2,472.5,696,945,1392,447
05/10/2022,2022,May,38,M,Germany,Saarland,Accessories,Tires and Tubes,3,183.33,268.666667,550,806,256
05/10/2022,2022,May,38,M,Germany,Saarland,Accessories,Tires and Tubes,1,48,70,48,70,22
3/20/2022,2022,March,27,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,130.5,213.5,261,427,166
3/20/2022,2022,March,27,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,8.33,12.333333,25,37,12
04/05/2022,2022,April,27,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,1,385,579,385,579,194
5/21/2022,2022,May,27,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,645,961,645,961,316
06/11/2022,2022,June,27,M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,2,850.5,1049,1701,2098,397
06/11/2022,2022,June,27,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,700,964,700,964,264
06/11/2022,2022,June,27,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,76,110,76,110,34
06/11/2022,2022,June,27,M,Germany,Nordrhein-Westfalen,Accessories,Hydration Packs,1,1210,1854,1210,1854,644
06/11/2022,2022,June,27,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,1,595,869,595,869,274
6/18/2022,2022,June,27,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,65,103,65,103,38
6/18/2022,2022,June,27,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,23,34.666667,69,104,35
5/13/2022,2022,May,27,M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,1,1000,1217,1000,1217,217
7/19/2022,2022,July,27,M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,2,270,306.5,540,613,73
09/04/2022,2022,September,27,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,3,245,309.666667,735,929,194
04/04/2022,2022,April,28,F,Germany,Bayern,Bikes,Road Bikes,1,540,653,540,653,113
04/11/2022,2022,April,28,F,Germany,Bayern,Bikes,Road Bikes,2,270,375.5,540,751,211
05/10/2022,2022,May,28,F,Germany,Bayern,Bikes,Mountain Bikes,1,2320,2927,2320,2927,607
5/31/2022,2022,May,28,F,Germany,Bayern,Bikes,Road Bikes,1,1000,1198,1000,1198,198
7/27/2022,2022,July,28,F,Germany,Bayern,Bikes,Road Bikes,1,540,660,540,660,120
12/06/2022,2022,December,28,F,Germany,Bayern,Bikes,Mountain Bikes,2,1160,1305,2320,2610,290
12/06/2022,2022,December,28,F,Germany,Bayern,Bikes,Touring Bikes,2,607.5,646,1215,1292,77
3/13/2022,2022,March,45,M,Germany,Hessen,Accessories,Cleaners,3,10.67,15,32,45,13
7/17/2022,2022,July,44,F,Germany,Nordrhein-Westfalen,Accessories,Hydration Packs,2,412.5,659,825,1318,493
1/14/2022,2022,January,30,F,Germany,Hessen,Clothing,Caps,2,126,208,252,416,164
04/10/2022,2022,April,30,F,Germany,Hessen,Accessories,Tires and Tubes,2,262.5,404,525,808,283
04/10/2022,2022,April,30,F,Germany,Hessen,Accessories,Tires and Tubes,3,26.67,40.333333,80,121,41
04/10/2022,2022,April,30,F,Germany,Hessen,Clothing,Caps,2,94.5,153,189,306,117
4/28/2022,2022,April,30,F,Germany,Hessen,Accessories,Tires and Tubes,1,145,221,145,221,76
4/28/2022,2022,April,30,F,Germany,Hessen,Accessories,Tires and Tubes,1,7,10,7,10,3
5/17/2022,2022,May,30,F,Germany,Hessen,Accessories,Tires and Tubes,3,6,8.666667,18,26,8
08/12/2022,2022,August,30,F,Germany,Hessen,Clothing,Caps,2,58.5,77,117,154,37
06/01/2022,2022,June,32,F,Germany,Hessen,Clothing,Caps,1,225,301,225,301,76
06/01/2022,2022,June,32,F,Germany,Hessen,Clothing,Jerseys,2,475,718,950,1436,486
6/30/2022,2022,June,32,M,Germany,Hamburg,Accessories,Tires and Tubes,1,104,157,104,157,53
6/30/2022,2022,June,32,M,Germany,Hamburg,Accessories,Tires and Tubes,3,16.67,24,50,72,22
3/17/2022,2022,March,32,M,Germany,Hessen,Clothing,Jerseys,3,200,269.666667,600,809,209
9/14/2022,2022,September,32,M,Germany,Hessen,Clothing,Jerseys,1,1026,1266,1026,1266,240
5/30/2022,2022,May,32,F,Germany,Hessen,Accessories,Cleaners,2,47.5,81.5,95,163,68
5/17/2022,2022,May,31,M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,2,1147.5,1553,2295,3106,811
5/17/2022,2022,May,31,M,Germany,Nordrhein-Westfalen,Accessories,Fenders,1,571,806,571,806,235
06/10/2022,2022,June,31,F,Germany,Saarland,Accessories,Fenders,1,462,697,462,697,235
01/02/2022,2022,January,34,F,Germany,Saarland,Accessories,Tires and Tubes,2,37.5,53,75,106,31
01/02/2022,2022,January,34,F,Germany,Saarland,Accessories,Tires and Tubes,1,490,755,490,755,265
01/02/2022,2022,January,34,F,Germany,Saarland,Accessories,Tires and Tubes,3,6,9,18,27,9
3/26/2022,2022,March,34,F,Germany,Saarland,Accessories,Tires and Tubes,1,8,12,8,12,4
3/26/2022,2022,March,34,F,Germany,Saarland,Accessories,Tires and Tubes,2,96.5,150,193,300,107
08/01/2022,2022,August,34,F,Germany,Saarland,Accessories,Tires and Tubes,3,133.33,179.333333,400,538,138
08/01/2022,2022,August,34,F,Germany,Saarland,Accessories,Tires and Tubes,2,1,1.5,2,3,1
08/01/2022,2022,August,34,F,Germany,Saarland,Accessories,Bike Stands,3,318,388.666667,954,1166,212
08/06/2022,2022,August,34,F,Germany,Saarland,Accessories,Tires and Tubes,1,88,110,88,110,22
08/06/2022,2022,August,34,F,Germany,Saarland,Accessories,Tires and Tubes,1,150,202,150,202,52
03/11/2022,2022,March,33,M,Germany,Hamburg,Accessories,Tires and Tubes,3,46.67,74,140,222,82
03/11/2022,2022,March,33,M,Germany,Hamburg,Accessories,Tires and Tubes,1,870,1276,870,1276,406
03/11/2022,2022,March,33,M,Germany,Hamburg,Accessories,Helmets,2,297.5,407.5,595,815,220
3/28/2022,2022,March,33,M,Germany,Hamburg,Accessories,Tires and Tubes,2,56,90,112,180,68
6/25/2022,2022,June,33,M,Germany,Hamburg,Accessories,Tires and Tubes,2,406,620,812,1240,428
6/25/2022,2022,June,33,M,Germany,Hamburg,Accessories,Tires and Tubes,2,10,15.5,20,31,11
6/25/2022,2022,June,33,M,Germany,Hamburg,Accessories,Helmets,3,291.67,472.666667,875,1418,543
8/20/2022,2022,August,33,M,Germany,Hamburg,Accessories,Tires and Tubes,2,187.5,256.5,375,513,138
8/20/2022,2022,August,33,M,Germany,Hamburg,Accessories,Tires and Tubes,3,3.67,5.333333,11,16,5
6/16/2022,2022,June,34,F,Germany,Bayern,Bikes,Road Bikes,2,850.5,1128.5,1701,2257,556
6/29/2022,2022,June,21,M,Germany,Hessen,Accessories,Tires and Tubes,2,285,448,570,896,326
6/29/2022,2022,June,21,M,Germany,Hessen,Accessories,Tires and Tubes,2,35,52,70,104,34
06/09/2022,2022,June,18,M,Germany,Bayern,Clothing,Jerseys,1,1566,2314,1566,2314,748
06/09/2022,2022,June,18,M,Germany,Bayern,Clothing,Gloves,3,155,239.666667,465,719,254
03/08/2022,2022,March,35,M,Germany,Saarland,Bikes,Touring Bikes,1,1215,1444,1215,1444,229
06/03/2022,2022,June,35,M,Germany,Saarland,Bikes,Mountain Bikes,2,1160,1389.5,2320,2779,459
06/03/2022,2022,June,35,M,Germany,Saarland,Clothing,Caps,2,63,89,126,178,52
3/21/2022,2022,March,35,M,Germany,Nordrhein-Westfalen,Clothing,Caps,3,30,37.333333,90,112,22
4/14/2022,2022,April,35,M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,607.5,758,1215,1516,301
4/14/2022,2022,April,35,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,1,525,788,525,788,263
6/23/2022,2022,June,35,M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,1,2295,2910,2295,2910,615
6/23/2022,2022,June,35,M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,1,60,97,60,97,37
6/23/2022,2022,June,35,M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,50,74.5,100,149,49
6/23/2022,2022,June,35,M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,3,288,471.333333,864,1414,550
6/23/2022,2022,June,35,M,Germany,Nordrhein-Westfalen,Clothing,Caps,2,108,157,216,314,98
8/16/2022,2022,August,35,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,3,175,223.666667,525,671,146
9/16/2022,2022,September,35,M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,1,1120,1349,1120,1349,229
9/16/2022,2022,September,35,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,1,595,813,595,813,218
10/13/2022,2022,October,35,M,Germany,Nordrhein-Westfalen,Clothing,Caps,1,198,262,198,262,64
11/19/2022,2022,November,35,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,1,105,148,105,148,43
05/03/2022,2022,May,20,M,Germany,Saarland,Accessories,Tires and Tubes,3,10,15.666667,30,47,17
05/03/2022,2022,May,20,M,Germany,Saarland,Accessories,Tires and Tubes,3,12.33,18.333333,37,55,18
01/06/2022,2022,January,21,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,160,255.666667,480,767,287
01/06/2022,2022,January,21,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,28.33,41.333333,85,124,39
01/06/2022,2022,January,21,F,Germany,Nordrhein-Westfalen,Accessories,Hydration Packs,1,880,1279,880,1279,399
1/25/2022,2022,January,21,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,38,60,76,120,44
1/25/2022,2022,January,21,F,Germany,Nordrhein-Westfalen,Accessories,Hydration Packs,1,1155,1675,1155,1675,520
2/14/2022,2022,February,21,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,241.67,373.333333,725,1120,395
2/14/2022,2022,February,21,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,15,21,15,21,6
03/04/2022,2022,March,21,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,208.33,324.333333,625,973,348
02/06/2022,2022,February,22,M,Germany,Saarland,Accessories,Tires and Tubes,1,290,475,290,475,185
02/06/2022,2022,February,22,M,Germany,Saarland,Accessories,Tires and Tubes,2,40,65.5,80,131,51
03/03/2022,2022,March,22,M,Germany,Saarland,Accessories,Tires and Tubes,1,48,79,48,79,31
08/02/2022,2022,August,22,M,Germany,Saarland,Clothing,Vests,1,1905,2733,1905,2733,828
9/17/2022,2022,September,22,M,Germany,Saarland,Accessories,Tires and Tubes,3,2.67,3.333333,8,10,2
9/17/2022,2022,September,22,M,Germany,Saarland,Accessories,Tires and Tubes,2,279.5,363.5,559,727,168
10/18/2022,2022,October,22,M,Germany,Saarland,Accessories,Tires and Tubes,3,240,285,720,855,135
10/18/2022,2022,October,22,M,Germany,Saarland,Accessories,Tires and Tubes,3,36.67,51.333333,110,154,44
10/18/2022,2022,October,22,M,Germany,Saarland,Clothing,Vests,2,444.5,574.5,889,1149,260
7/23/2022,2022,July,21,M,Germany,Bayern,Accessories,Fenders,1,484,819,484,819,335
7/23/2022,2022,July,21,M,Germany,Bayern,Accessories,Helmets,2,157.5,253.5,315,507,192
7/23/2022,2022,July,21,M,Germany,Bayern,Clothing,Caps,2,67.5,98.5,135,197,62
1/14/2022,2022,January,24,M,Germany,Hessen,Accessories,Tires and Tubes,2,56,84,112,168,56
05/12/2022,2022,May,24,M,Germany,Hessen,Accessories,Tires and Tubes,1,32,49,32,49,17
09/07/2022,2022,September,24,M,Germany,Hessen,Accessories,Tires and Tubes,2,120,159,240,318,78
09/07/2022,2022,September,24,M,Germany,Hessen,Accessories,Tires and Tubes,1,115,143,115,143,28
09/07/2022,2022,September,24,M,Germany,Hessen,Clothing,Jerseys,3,433.33,572,1300,1716,416
9/29/2022,2022,September,24,M,Germany,Hessen,Accessories,Tires and Tubes,2,125,172.5,250,345,95
1/24/2022,2022,January,23,F,Germany,Saarland,Accessories,Tires and Tubes,1,120,171,120,171,51
1/24/2022,2022,January,23,F,Germany,Saarland,Accessories,Tires and Tubes,2,15,23,30,46,16
1/24/2022,2022,January,23,F,Germany,Saarland,Accessories,Helmets,1,560,862,560,862,302
5/27/2022,2022,May,23,F,Germany,Saarland,Accessories,Tires and Tubes,2,150.5,221.5,301,443,142
6/21/2022,2022,June,23,F,Germany,Saarland,Bikes,Road Bikes,2,850.5,1084,1701,2168,467
6/21/2022,2022,June,23,F,Germany,Saarland,Accessories,Tires and Tubes,1,50,80,50,80,30
6/21/2022,2022,June,23,F,Germany,Saarland,Accessories,Tires and Tubes,3,2.67,4,8,12,4
6/21/2022,2022,June,23,F,Germany,Saarland,Accessories,Helmets,1,1050,1621,1050,1621,571
10/19/2022,2022,October,17,M,Germany,Hamburg,Accessories,Tires and Tubes,3,290,405,870,1215,345
10/19/2022,2022,October,17,M,Germany,Hamburg,Accessories,Tires and Tubes,3,26.67,32.666667,80,98,18
10/19/2022,2022,October,17,M,Germany,Hamburg,Accessories,Tires and Tubes,1,2,3,2,3,1
10/19/2022,2022,October,17,M,Germany,Hamburg,Accessories,Cleaners,1,87,113,87,113,26
3/27/2022,2022,March,19,M,Germany,Hessen,Accessories,Cleaners,3,61,97.666667,183,293,110
5/31/2022,2022,May,19,M,Germany,Hessen,Accessories,Cleaners,1,111,159,111,159,48
01/09/2022,2022,January,38,M,Germany,Hessen,Bikes,Mountain Bikes,1,540,697,540,697,157
01/09/2022,2022,January,38,M,Germany,Hessen,Accessories,Fenders,3,7.33,10.666667,22,32,10
01/09/2022,2022,January,38,M,Germany,Hessen,Accessories,Bottles and Cages,3,96.67,147.666667,290,443,153
01/09/2022,2022,January,38,M,Germany,Hessen,Accessories,Bottles and Cages,1,40,66,40,66,26
2/20/2022,2022,February,38,M,Germany,Hessen,Accessories,Helmets,2,70,111.5,140,223,83
03/01/2022,2022,March,38,M,Germany,Hessen,Accessories,Bottles and Cages,1,126,189,126,189,63
03/01/2022,2022,March,38,M,Germany,Hessen,Accessories,Bottles and Cages,2,62.5,92,125,184,59
04/10/2022,2022,April,38,M,Germany,Hessen,Bikes,Touring Bikes,3,405,548,1215,1644,429
04/10/2022,2022,April,38,M,Germany,Hessen,Accessories,Helmets,2,332.5,500.5,665,1001,336
04/10/2022,2022,April,38,M,Germany,Hessen,Clothing,Caps,1,270,445,270,445,175
06/08/2022,2022,June,38,M,Germany,Hessen,Bikes,Mountain Bikes,2,1160,1358.5,2320,2717,397
06/08/2022,2022,June,38,M,Germany,Hessen,Accessories,Fenders,3,22,34.666667,66,104,38
06/08/2022,2022,June,38,M,Germany,Hessen,Accessories,Bottles and Cages,1,90,127,90,127,37
06/08/2022,2022,June,38,M,Germany,Hessen,Accessories,Bottles and Cages,1,110,183,110,183,73
6/19/2022,2022,June,27,F,Germany,Bayern,Bikes,Road Bikes,2,270,336,540,672,132
7/28/2022,2022,July,27,F,Germany,Bayern,Bikes,Road Bikes,2,560,560,1120,1120,0
7/13/2022,2022,July,27,M,Germany,Hessen,Clothing,Caps,1,99,133,99,133,34
12/13/2022,2022,December,27,M,Germany,Hessen,Clothing,Caps,2,67.5,89.5,135,179,44
01/03/2022,2022,January,28,F,Germany,Hessen,Bikes,Road Bikes,1,540,619,540,619,79
01/03/2022,2022,January,28,F,Germany,Hessen,Accessories,Helmets,2,315,487,630,974,344
01/10/2022,2022,January,28,F,Germany,Hessen,Bikes,Mountain Bikes,1,2320,3027,2320,3027,707
1/28/2022,2022,January,28,F,Germany,Hessen,Bikes,Mountain Bikes,2,1160,1469.5,2320,2939,619
1/28/2022,2022,January,28,F,Germany,Hessen,Accessories,Bottles and Cages,2,115,161.5,230,323,93
1/28/2022,2022,January,28,F,Germany,Hessen,Accessories,Bottles and Cages,2,72.5,117.5,145,235,90
1/29/2022,2022,January,28,F,Germany,Hessen,Bikes,Touring Bikes,3,794.67,999,2384,2997,613
3/19/2022,2022,March,28,F,Germany,Hessen,Bikes,Road Bikes,1,1120,1514,1120,1514,394
3/19/2022,2022,March,28,F,Germany,Hessen,Accessories,Helmets,2,472.5,723.5,945,1447,502
4/13/2022,2022,April,28,F,Germany,Hessen,Bikes,Road Bikes,1,1701,2299,1701,2299,598
4/13/2022,2022,April,28,F,Germany,Hessen,Clothing,Jerseys,3,300,392.333333,900,1177,277
05/07/2022,2022,May,28,F,Germany,Hessen,Bikes,Touring Bikes,3,405,509.333333,1215,1528,313
05/07/2022,2022,May,28,F,Germany,Hessen,Clothing,Jerseys,1,324,492,324,492,168
06/04/2022,2022,June,28,F,Germany,Hessen,Bikes,Mountain Bikes,1,2320,2762,2320,2762,442
06/04/2022,2022,June,28,F,Germany,Hessen,Accessories,Bottles and Cages,3,10,14.333333,30,43,13
06/04/2022,2022,June,28,F,Germany,Hessen,Accessories,Bottles and Cages,1,135,195,135,195,60
06/04/2022,2022,June,28,F,Germany,Hessen,Accessories,Helmets,3,140,213.666667,420,641,221
06/07/2022,2022,June,28,F,Germany,Hessen,Bikes,Road Bikes,1,540,645,540,645,105
6/13/2022,2022,June,28,F,Germany,Hessen,Bikes,Road Bikes,3,567,777,1701,2331,630
6/13/2022,2022,June,28,F,Germany,Hessen,Clothing,Jerseys,2,325,478,650,956,306
3/19/2022,2022,March,28,F,Germany,Hessen,Bikes,Road Bikes,3,261,307,783,921,138
06/01/2022,2022,June,28,F,Germany,Hessen,Bikes,Road Bikes,2,1091,1273.5,2182,2547,365
09/10/2022,2022,September,28,F,Germany,Hessen,Bikes,Touring Bikes,2,1192,1448.5,2384,2897,513
09/10/2022,2022,September,28,F,Germany,Hessen,Accessories,Helmets,1,980,1316,980,1316,336
9/15/2022,2022,September,28,F,Germany,Hessen,Bikes,Mountain Bikes,3,773.33,895.666667,2320,2687,367
9/15/2022,2022,September,28,F,Germany,Hessen,Accessories,Bottles and Cages,2,150,198,300,396,96
9/23/2022,2022,September,28,F,Germany,Hessen,Bikes,Touring Bikes,3,794.67,811.333333,2384,2434,50
9/23/2022,2022,September,28,F,Germany,Hessen,Accessories,Bottles and Cages,2,4.5,6,9,12,3
9/23/2022,2022,September,28,F,Germany,Hessen,Accessories,Bottles and Cages,1,65,94,65,94,29
11/21/2022,2022,November,28,F,Germany,Hessen,Accessories,Bottles and Cages,2,60,79,120,158,38
11/21/2022,2022,November,28,F,Germany,Hessen,Accessories,Bottles and Cages,3,40,54.333333,120,163,43
12/06/2022,2022,December,28,F,Germany,Hessen,Bikes,Mountain Bikes,2,1147.5,1261,2295,2522,227
12/06/2022,2022,December,28,F,Germany,Hessen,Accessories,Bottles and Cages,3,8.33,11,25,33,8
12/06/2022,2022,December,28,F,Germany,Hessen,Accessories,Bottles and Cages,2,50,62,100,124,24
12/06/2022,2022,December,28,F,Germany,Hessen,Accessories,Helmets,2,87.5,112.5,175,225,50
12/24/2022,2022,December,28,F,Germany,Hessen,Clothing,Jerseys,1,400,568,400,568,168
3/29/2022,2022,March,25,M,Germany,Hamburg,Clothing,Gloves,1,269,444,269,444,175
05/03/2022,2022,May,28,M,Germany,Brandenburg,Bikes,Touring Bikes,2,607.5,871.5,1215,1743,528
05/03/2022,2022,May,28,M,Germany,Brandenburg,Clothing,Socks,3,78,119.666667,234,359,125
06/04/2022,2022,June,28,M,Germany,Brandenburg,Bikes,Mountain Bikes,3,773.33,1073,2320,3219,899
06/04/2022,2022,June,28,M,Germany,Brandenburg,Accessories,Fenders,1,110,156,110,156,46
06/04/2022,2022,June,28,M,Germany,Brandenburg,Accessories,Helmets,1,980,1604,980,1604,624
03/03/2022,2022,March,46,M,Germany,Saarland,Clothing,Caps,3,3,4.666667,9,14,5
08/10/2022,2022,August,46,M,Germany,Saarland,Bikes,Road Bikes,1,1120,1276,1120,1276,156
08/10/2022,2022,August,46,M,Germany,Saarland,Clothing,Caps,3,48,68.333333,144,205,61
06/03/2022,2022,June,71,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,35,55,35,55,20
06/03/2022,2022,June,71,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,7,10,7,10,3
11/16/2022,2022,November,71,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,193.5,274,387,548,161
11/16/2022,2022,November,71,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,20,26,60,78,18
12/29/2022,2022,December,71,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,55,76,55,76,21
12/29/2022,2022,December,71,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,260,347.333333,780,1042,262
12/29/2022,2022,December,71,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,23,31,46,62,16
12/29/2022,2022,December,71,M,Germany,Nordrhein-Westfalen,Accessories,Cleaners,1,239,311,239,311,72
1/14/2022,2022,January,31,M,Germany,Saarland,Bikes,Road Bikes,3,373.33,433,1120,1299,179
5/28/2022,2022,May,31,M,Germany,Saarland,Bikes,Road Bikes,2,1221.5,1603.5,2443,3207,764
8/16/2022,2022,August,31,M,Germany,Saarland,Bikes,Road Bikes,1,1120,1210,1120,1210,90
09/02/2022,2022,September,31,M,Germany,Saarland,Bikes,Road Bikes,1,540,599,540,599,59
10/31/2022,2022,October,31,M,Germany,Saarland,Bikes,Road Bikes,1,2443,2804,2443,2804,361
2/16/2022,2022,February,30,F,Germany,Saarland,Bikes,Road Bikes,1,540,680,540,680,140
03/06/2022,2022,March,30,F,Germany,Saarland,Bikes,Road Bikes,2,270,352.5,540,705,165
03/06/2022,2022,March,30,F,Germany,Saarland,Clothing,Caps,2,4.5,6,9,12,3
03/06/2022,2022,March,30,F,Germany,Saarland,Accessories,Helmets,3,291.67,451.333333,875,1354,479
6/14/2022,2022,June,30,F,Germany,Saarland,Bikes,Mountain Bikes,1,2295,3081,2295,3081,786
6/14/2022,2022,June,30,F,Germany,Saarland,Accessories,Bottles and Cages,3,11.67,16.333333,35,49,14
6/14/2022,2022,June,30,F,Germany,Saarland,Accessories,Bottles and Cages,1,290,421,290,421,131
6/14/2022,2022,June,30,F,Germany,Saarland,Accessories,Helmets,3,175,267.333333,525,802,277
6/14/2022,2022,June,30,F,Germany,Saarland,Clothing,Caps,2,67.5,87.5,135,175,40
6/16/2022,2022,June,30,F,Germany,Saarland,Bikes,Touring Bikes,1,1215,1613,1215,1613,398
12/14/2022,2022,December,30,F,Germany,Saarland,Accessories,Helmets,1,420,580,420,580,160
1/27/2022,2022,January,30,M,Germany,Saarland,Bikes,Road Bikes,2,560,768,1120,1536,416
2/20/2022,2022,February,30,M,Germany,Saarland,Bikes,Mountain Bikes,2,384.5,474.5,769,949,180
4/20/2022,2022,April,30,M,Germany,Saarland,Bikes,Mountain Bikes,3,773.33,984,2320,2952,632
05/05/2022,2022,May,30,M,Germany,Saarland,Bikes,Mountain Bikes,1,565,677,565,677,112
5/18/2022,2022,May,30,M,Germany,Saarland,Bikes,Road Bikes,1,540,709,540,709,169
5/29/2022,2022,May,30,M,Germany,Saarland,Bikes,Road Bikes,1,540,696,540,696,156
06/10/2022,2022,June,30,M,Germany,Saarland,Bikes,Mountain Bikes,1,2320,3039,2320,3039,719
06/10/2022,2022,June,30,M,Germany,Saarland,Accessories,Fenders,2,231,334.5,462,669,207
06/10/2022,2022,June,30,M,Germany,Saarland,Clothing,Jerseys,2,486,711,972,1422,450
6/14/2022,2022,June,30,M,Germany,Saarland,Bikes,Touring Bikes,2,371,463,742,926,184
6/28/2022,2022,June,30,M,Germany,Saarland,Bikes,Touring Bikes,3,405,535.666667,1215,1607,392
6/28/2022,2022,June,30,M,Germany,Saarland,Clothing,Jerseys,1,162,244,162,244,82
6/27/2022,2022,June,30,M,Germany,Saarland,Bikes,Road Bikes,1,2443,2814,2443,2814,371
10/11/2022,2022,October,30,M,Germany,Saarland,Bikes,Touring Bikes,1,1215,1288,1215,1288,73
05/04/2022,2022,May,31,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,103.5,162,207,324,117
05/04/2022,2022,May,31,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,3,28.33,41,85,123,38
06/07/2022,2022,June,31,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,607.5,790.5,1215,1581,366
06/07/2022,2022,June,31,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,130.5,191,261,382,121
06/07/2022,2022,June,31,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,10,14.5,20,29,9
06/07/2022,2022,June,31,F,Germany,Nordrhein-Westfalen,Clothing,Vests,2,444.5,648,889,1296,407
06/11/2022,2022,June,31,F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,3,773.33,967.666667,2320,2903,583
09/12/2022,2022,September,31,F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,2,1147.5,1432.5,2295,2865,570
12/18/2022,2022,December,31,F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,1,540,609,540,609,69
9/27/2022,2022,September,35,F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,1,1120,1227,1120,1227,107
02/02/2022,2022,February,21,F,Germany,Hessen,Accessories,Tires and Tubes,1,348,527,348,527,179
02/02/2022,2022,February,21,F,Germany,Hessen,Accessories,Tires and Tubes,1,10,14,10,14,4
2/24/2022,2022,February,21,F,Germany,Hessen,Accessories,Tires and Tubes,3,35.67,54.333333,107,163,56
2/24/2022,2022,February,21,F,Germany,Hessen,Accessories,Tires and Tubes,2,16,24.5,32,49,17
05/05/2022,2022,May,21,F,Germany,Hessen,Accessories,Tires and Tubes,3,230,326.333333,690,979,289
05/05/2022,2022,May,21,F,Germany,Hessen,Accessories,Tires and Tubes,2,10,15,20,30,10
05/05/2022,2022,May,21,F,Germany,Hessen,Clothing,Socks,1,99,133,99,133,34
7/19/2022,2022,July,21,F,Germany,Hessen,Accessories,Tires and Tubes,1,8,11,8,11,3
8/15/2022,2022,August,21,F,Germany,Hessen,Accessories,Tires and Tubes,2,32,42.5,64,85,21
9/28/2022,2022,September,21,F,Germany,Hessen,Accessories,Tires and Tubes,1,250,338,250,338,88
